Zip code,city,subcity,province
Post-code,Gemeente,Deelgemeente,Provincie
6673,Gouvy,Cherain,Luxembourg
6674,Gouvy,Montleban,Luxembourg
6680,Sainte-Ode,Amberloup,Luxembourg
6680,Sainte-Ode,Tillet,Luxembourg
6681,Sainte-Ode,Lavacherie,Luxembourg
6686,Bertogne,Flamierge,Luxembourg
6688,Bertogne,Longchamps,Luxembourg
6690,Vielsalm,Bihain,Luxembourg
6692,Vielsalm,Petit-Thier,Luxembourg
6698,Vielsalm,Grand-Halleux,Luxembourg
6700,Arlon,Bonnert,Luxembourg
6700,Arlon,Heinsch,Luxembourg
6700,Arlon,Toernich,Luxembourg
6704,Arlon,Guirsch,Luxembourg
6706,Arlon,Autelbas,Luxembourg
6717,Attert,Nobressart,Luxembourg
6717,Attert,Nothomb,Luxembourg
6717,Attert,Thiaumont,Luxembourg
6717,Attert,Tontelange,Luxembourg
6720,Habay,Habay-la-Neuve,Luxembourg
6720,Habay,Hachy,Luxembourg
6721,Habay,Anlier,Luxembourg
6723,Habay,Habay-la-Vieille,Luxembourg
6724,Habay,Houdemont,Luxembourg
6724,Habay,Rulles,Luxembourg
6730,Tintigny,Bellefontaine,Luxembourg
6730,Tintigny,Rossignol,Luxembourg
6730,Tintigny,Saint-Vincent,Luxembourg
6740,Étalle,Sainte-Marie,Luxembourg
6740,Étalle,Villers-sur-Semois,Luxembourg
6741,Étalle,Vance,Luxembourg
6742,Étalle,Chantemelle,Luxembourg
6743,Étalle,Buzenol,Luxembourg
6747,Saint-Léger,Châtillon,Luxembourg
6747,Saint-Léger,Meix-le-Tige,Luxembourg
6750,Musson,Mussy-la-Ville,Luxembourg
6760,Virton,Bleid,Luxembourg
6760,Virton,Ethe,Luxembourg
6760,Virton,Ruette,Luxembourg
6761,Virton,Latour,Luxembourg
6762,Virton,Saint-Mard,Luxembourg
6767,Rouvroy,Dampicourt,Luxembourg
6767,Rouvroy,Harnoncourt,Luxembourg
6767,Rouvroy,Lamorteau,Luxembourg
6767,Rouvroy,Torgny,Luxembourg
6769,Meix-devant-Virton,Gérouville,Luxembourg
6769,Meix-devant-Virton,Robelmont,Luxembourg
6769,Meix-devant-Virton,Sommethonne,Luxembourg
6769,Meix-devant-Virton,Villers-la-Loue,Luxembourg
6780,Messancy,Hondelange,Luxembourg
6780,Messancy,Wolkrange,Luxembourg
6781,Messancy,Sélange,Luxembourg
6782,Messancy,Habergy,Luxembourg
6791,Aubange,Athus,Luxembourg
6792,Aubange,Halanzy,Luxembourg
6792,Aubange,Rachecourt,Luxembourg
6800,Libramont-Chevigny,Bras,Luxembourg
6800,Libramont-Chevigny,Freux,Luxembourg
6800,Libramont-Chevigny,Libramont,Luxembourg
6800,Libramont-Chevigny,Moircy,Luxembourg
6800,Libramont-Chevigny,Recogne,Luxembourg
6800,Libramont-Chevigny,Remagne,Luxembourg
6800,Libramont-Chevigny,Sainte-Marie-Chevigny,Luxembourg
6800,Libramont-Chevigny,Saint-Pierre,Luxembourg
6810,Chiny,Izel,Luxembourg
6810,Chiny,Jamoigne,Luxembourg
6811,Chiny,Les Bulles,Luxembourg
6812,Chiny,Suxy,Luxembourg
6813,Chiny,Termes,Luxembourg
6820,Florenville,Fontenoille,Luxembourg
6820,Florenville,Muno,Luxembourg
6820,Florenville,Sainte-Cécile,Luxembourg
6821,Florenville,Lacuisine,Luxembourg
6823,Florenville,Villers-devant-Orval,Luxembourg
6824,Florenville,Chassepierre,Luxembourg
6830,Bouillon,Les Hayons,Luxembourg
6830,Bouillon,Poupehan,Luxembourg
6830,Bouillon,Rochehaut,Luxembourg
6831,Bouillon,Noirefontaine,Luxembourg
6832,Bouillon,Sensenruth,Luxembourg
6833,Bouillon,Ucimont,Luxembourg
6833,Bouillon,Vivy,Luxembourg
6834,Bouillon,Bellevaux,Luxembourg
6836,Bouillon,Dohan,Luxembourg
6838,Bouillon,Corbion,Luxembourg
6840,Neufchâteau,Grandvoir,Luxembourg
6840,Neufchâteau,Grapfontaine,Luxembourg
6840,Neufchâteau,Hamipré,Luxembourg
6840,Neufchâteau,Longlier,Luxembourg
6840,Neufchâteau,Tournay,Luxembourg
6850,Paliseul,Carlsbourg,Luxembourg
6850,Paliseul,Offagne,Luxembourg
6851,Paliseul,Nollevaux,Luxembourg
6852,Paliseul,Maissin,Luxembourg
6852,Paliseul,Opont,Luxembourg
6853,Paliseul,Framont,Luxembourg
6856,Paliseul,Fays-les-Veneurs,Luxembourg
6860,Léglise,Assenois,Luxembourg
6860,Léglise,Ebly,Luxembourg
6860,Léglise,Mellier,Luxembourg
6860,Léglise,Witry,Luxembourg
6870,Saint-Hubert,Arville,Luxembourg
6870,Saint-Hubert,Awenne,Luxembourg
6870,Saint-Hubert,Hatrival,Luxembourg
6870,Saint-Hubert,Mirwart,Luxembourg
6870,Saint-Hubert,Vesqueville,Luxembourg
6880,Bertrix,Auby-sur-Semois,Luxembourg
6880,Bertrix,Cugnon,Luxembourg
6880,Bertrix,Jehonville,Luxembourg
6880,Bertrix,Orgeo,Luxembourg
6887,Herbeumont,Saint-Médard,Luxembourg
6887,Herbeumont,Straimont,Luxembourg
6890,Libin,Anloy,Luxembourg
6890,Libin,Ochamps,Luxembourg
6890,Libin,Redu,Luxembourg
6890,Libin,Smuid,Luxembourg
6890,Libin,Transinne,Luxembourg
6890,Libin,Villance,Luxembourg
6900,Marche-en-Famenne,Aye,Luxembourg
6900,Marche-en-Famenne,Hargimont,Luxembourg
6900,Marche-en-Famenne,Humain,Luxembourg
6900,Marche-en-Famenne,On,Luxembourg
6900,Marche-en-Famenne,Roy,Luxembourg
6900,Marche-en-Famenne,Waha,Luxembourg
6920,Wellin,Sohier,Luxembourg
6921,Wellin,Chanly,Luxembourg
6922,Wellin,Halma,Luxembourg
6924,Wellin,Lomprez,Luxembourg
6927,Tellin,Bure,Luxembourg
6927,Tellin,Grupont,Luxembourg
6927,Tellin,Resteigne,Luxembourg
6929,Daverdisse,Gembes,Luxembourg
6929,Daverdisse,Haut-Fays,Luxembourg
6929,Daverdisse,Porcheresse,Luxembourg
6940,Durbuy,Barvaux,Luxembourg
6940,Durbuy,Grandhan,Luxembourg
6940,Durbuy,Septon,Luxembourg
6940,Durbuy,Wéris,Luxembourg
6941,Durbuy,Bende,Luxembourg
6941,Durbuy,Bomal,Luxembourg
6941,Durbuy,Borlon,Luxembourg
6941,Durbuy,Heyd,Luxembourg
6941,Durbuy,Izier,Luxembourg
6941,Durbuy,Tohogne,Luxembourg
6941,Durbuy,Villers-Sainte-Gertrude,Luxembourg
6950,Nassogne,Harsin,Luxembourg
6951,Nassogne,Bande,Luxembourg
6952,Nassogne,Grune,Luxembourg
6953,Nassogne,Ambly,Luxembourg
6953,Nassogne,Forrières,Luxembourg
6953,Nassogne,Lesterny,Luxembourg
6953,Nassogne,Masbourg,Luxembourg
6960,Manhay,Dochamps,Luxembourg
6960,Manhay,Grandmenil,Luxembourg
6960,Manhay,Harre,Luxembourg
6960,Manhay,Malempré,Luxembourg
6960,Manhay,Odeigne,Luxembourg
6960,Manhay,Vaux-Chavanne,Luxembourg
6971,Tenneville,Champlon,Luxembourg
6972,Tenneville,Erneuville,Luxembourg
6980,La Roche-en-Ardenne,Beausaint,Luxembourg
6982,La Roche-en-Ardenne,Samrée,Luxembourg
6983,La Roche-en-Ardenne,Ortho,Luxembourg
6984,La Roche-en-Ardenne,Hives,Luxembourg
6986,La Roche-en-Ardenne,Halleux,Luxembourg
6987,Rendeux,Beffe,Luxembourg
6987,Rendeux,Hodister,Luxembourg
6987,Rendeux,Marcourt,Luxembourg
6990,Hotton,Fronville,Luxembourg
6990,Hotton,Hampteau,Luxembourg
6990,Hotton,Marenne,Luxembourg
6997,Érezée,Amonines,Luxembourg
6997,Érezée,Mormont,Luxembourg
6997,Érezée,Soy,Luxembourg
7011,Mons,Ghlin,Hainaut
7012,Mons,Flénu,Hainaut
7012,Mons,Jemappes,Hainaut
7020,Mons,Maisières,Hainaut
7020,Mons,Nimy,Hainaut
7021,Mons,Havré,Hainaut
7022,Mons,Harmignies,Hainaut
7022,Mons,Harveng,Hainaut
7022,Mons,Hyon,Hainaut
7022,Mons,Mesvin,Hainaut
7022,Mons,Nouvelles,Hainaut
7024,Mons,Ciply,Hainaut
7030,Mons,Saint-Symphorien,Hainaut
7031,Mons,Villers-Saint-Ghislain,Hainaut
7032,Mons,Spiennes,Hainaut
7033,Mons,Cuesmes,Hainaut
7034,Mons,Obourg,Hainaut
7034,Mons,Saint-Denis,Hainaut
7040,Quévy,Asquillies,Hainaut
7040,Quévy,Aulnois,Hainaut
7040,Quévy,Blaregnies,Hainaut
7040,Quévy,Bougnies,Hainaut
7040,Quévy,Genly,Hainaut
7040,Quévy,Goegnies-Chaussée,Hainaut
7040,Quévy,Quévy-le-Grand,Hainaut
7040,Quévy,Quévy-le-Petit,Hainaut
7041,Quévy,Givry,Hainaut
7041,Quévy,Havay,Hainaut
7050,Jurbise,Erbaut,Hainaut
7050,Jurbise,Erbisoeul,Hainaut
7050,Jurbise,Herchies,Hainaut
7050,Jurbise,Masnuy-Saint-Jean,Hainaut
7050,Jurbise,Masnuy-Saint-Pierre,Hainaut
7060,Soignies,Horrues,Hainaut
7061,Soignies,Casteau,Hainaut
7061,Soignies,Thieusies,Hainaut
7062,Soignies,Naast,Hainaut
7063,Soignies,Chaussée-Notre-Dame-Louvignies,Hainaut
7063,Soignies,Neufvilles,Hainaut
7070,Le Roeulx,Gottignies,Hainaut
7070,Le Roeulx,Mignault,Hainaut
7070,Le Roeulx,Thieu,Hainaut
7070,Le Roeulx,Ville-sur-Haine,Hainaut
7080,Frameries,Eugies,Hainaut
7080,Frameries,La Bouverie,Hainaut
7080,Frameries,Noirchain,Hainaut
7080,Frameries,Sars-la-Bruyère,Hainaut
7090,Braine-le-Comte,Hennuyères,Hainaut
7090,Braine-le-Comte,Henripont,Hainaut
7090,Braine-le-Comte,Petit-Roeulx-lez-Braine,Hainaut
7090,Braine-le-Comte,Ronquières,Hainaut
7090,Braine-le-Comte,Steenkerque,Hainaut
7100,La Louvière,Haine-Saint-Paul,Hainaut
7100,La Louvière,Haine-Saint-Pierre,Hainaut
7100,La Louvière,Saint-Vaast,Hainaut
7100,La Louvière,Trivières,Hainaut
7110,La Louvière,Houdeng-Aimeries,Hainaut
7110,La Louvière,Houdeng-Goegnies,Hainaut
7110,La Louvière,Maurage,Hainaut
7110,La Louvière,Strépy-Bracquegnies,Hainaut
7120,Estinnes,Croix-lez-Rouveroy,Hainaut
7120,Estinnes,Estinnes-au-Mont,Hainaut
7120,Estinnes,Estinnes-au-Val,Hainaut
7120,Estinnes,Fauroeulx,Hainaut
7120,Estinnes,Haulchin,Hainaut
7120,Estinnes,Peissant,Hainaut
7120,Estinnes,Rouveroy,Hainaut
7120,Estinnes,Vellereille-les-Brayeux,Hainaut
7120,Estinnes,Vellereille-le-Sec,Hainaut
7130,Binche,Battignies,Hainaut
7130,Binche,Bray,Hainaut
7131,Binche,Waudrez,Hainaut
7133,Binche,Buvrinnes,Hainaut
7134,Binche,Epinois,Hainaut
7134,Binche,Leval-Trahegnies,Hainaut
7134,Binche,Péronnes,Hainaut
7134,Binche,Ressaix,Hainaut
7140,Morlanwelz,Morlanweiz-Mariemont,Hainaut
7141,Morlanwelz,Carnières,Hainaut
7141,Morlanwelz,Mont-Sainte-Aldegonde,Hainaut
7160,Chapelle-lez-Herlaimont,Godarville,Hainaut
7160,Chapelle-lez-Herlaimont,Piéton,Hainaut
7170,Manage,Bellecourt,Hainaut
7170,Manage,Bois-d'Haine,Hainaut
7170,Manage,Fayt-lez-Manage,Hainaut
7170,Manage,La Hestre,Hainaut
7181,Seneffe,Arquennes,Hainaut
7181,Seneffe,Familleureux,Hainaut
7181,Seneffe,Feluy,Hainaut
7181,Seneffe,Petit-Roeulx-lez-Nivelles,Hainaut
7190,Écaussinnes,Ecaussinnes d'Enghien,Hainaut
7190,Écaussinnes,Marche-lez-Ecaussinnes,Hainaut
7191,Écaussinnes,Ecaussinnes-Lalaing,Hainaut
7301,Boussu,Hornu,Hainaut
7321,Bernissart,Blaton,Hainaut
7321,Bernissart,Harchies,Hainaut
7322,Bernissart,Pommeroeul,Hainaut
7322,Bernissart,Ville-Pommeroeul,Hainaut
7331,Saint-Ghislain,Baudour,Hainaut
7332,Saint-Ghislain,Neufmaison,Hainaut
7332,Saint-Ghislain,Sirault,Hainaut
7333,Saint-Ghislain,Tertre,Hainaut
7334,Saint-Ghislain,Hautrage,Hainaut
7334,Saint-Ghislain,Villerot,Hainaut
7340,Colfontaine,Pâturages,Hainaut
7340,Colfontaine,Warquignies,Hainaut
7340,Colfontaine,Wasmes,Hainaut
7350,Hensies,Hainin,Hainaut
7350,Hensies,Montroeul-sur-Haine,Hainaut
7350,Hensies,Thulin,Hainaut
7370,Dour,Blaugies,Hainaut
7370,Dour,Elouges,Hainaut
7370,Dour,Wihéries,Hainaut
7380,Quiévrain,Baisieux,Hainaut
7382,Quiévrain,Audregnies,Hainaut
7387,Honnelles,Angre,Hainaut
7387,Honnelles,Angreau,Hainaut
7387,Honnelles,Athis,Hainaut
7387,Honnelles,Autreppe,Hainaut
7387,Honnelles,Erquennes,Hainaut
7387,Honnelles,Fayt-le-Franc,Hainaut
7387,Honnelles,Marchipont,Hainaut
7387,Honnelles,Montignies-sur-Roc,Hainaut
7387,Honnelles,Onnezies,Hainaut
7387,Honnelles,Roisin,Hainaut
7390,Quaregnon,Wasmuel,Hainaut
7500,Tournai,Ere,Hainaut
7500,Tournai,Saint-Maur,Hainaut
7501,Tournai,Orcq,Hainaut
7502,Tournai,Esplechin,Hainaut
7503,Tournai,Froyennes,Hainaut
7504,Tournai,Froidmont,Hainaut
7506,Tournai,Willemeau,Hainaut
7520,Tournai,Ramegnies-Chin,Hainaut
7520,Tournai,Templeuve,Hainaut
7521,Tournai,Chercq,Hainaut
7522,Tournai,Blandain,Hainaut
7522,Tournai,Hertain,Hainaut
7522,Tournai,Lamain,Hainaut
7522,Tournai,Marquain,Hainaut
7530,Tournai,Gaurain-Ramecroix,Hainaut
7531,Tournai,Havinnes,Hainaut
7532,Tournai,Beclers,Hainaut
7533,Tournai,Thimougies,Hainaut
7534,Tournai,Barry,Hainaut
7534,Tournai,Maulde,Hainaut
7536,Tournai,Vaulx,Hainaut
7538,Tournai,Vezon,Hainaut
7540,Tournai,Kain,Hainaut
7540,Tournai,Melles,Hainaut
7540,Tournai,Quartes,Hainaut
7540,Tournai,Rumillies,Hainaut
7542,Tournai,Mont-Saint-Aubert,Hainaut
7543,Tournai,Mourcourt,Hainaut
7548,Tournai,Warchin,Hainaut
7601,Péruwelz,Roucourt,Hainaut
7602,Péruwelz,Bury,Hainaut
7603,Péruwelz,Bon-Secours,Hainaut
7604,Péruwelz,Baugnies,Hainaut
7604,Péruwelz,Braffe,Hainaut
7604,Péruwelz,Brasmenil,Hainaut
7604,Péruwelz,Callenelle,Hainaut
7604,Péruwelz,Wasmes-Audemez-Briffoeil,Hainaut
7608,Péruwelz,Wiers,Hainaut
7611,Rumes,La Glanerie,Hainaut
7618,Rumes,Taintignies,Hainaut
7620,Brunehaut,Bléharies,Hainaut
7620,Brunehaut,Guignies,Hainaut
7620,Brunehaut,Hollain,Hainaut
7620,Brunehaut,Jollain-Merlin,Hainaut
7620,Brunehaut,Wez-Velvain,Hainaut
7621,Brunehaut,Lesdain,Hainaut
7622,Brunehaut,Laplaigne,Hainaut
7623,Brunehaut,Rongy,Hainaut
7624,Brunehaut,Howardries,Hainaut
7640,Antoing,Maubray,Hainaut
7640,Antoing,Péronnes,Hainaut
7641,Antoing,Bruyelle,Hainaut
7642,Antoing,Calonne,Hainaut
7643,Antoing,Fontenoye,Hainaut
7700,Mouscron,Luingne,Hainaut
7710,La Louvière,Boussoit,Hainaut
7711,Mouscron,Dottenijs,Hainaut
7711,Mouscron,Dottignies,Hainaut
7712,Mouscron,Herseaux,Hainaut
7730,Estaimpuis,Bailleul,Hainaut
7730,Estaimpuis,Estaimbourg,Hainaut
7730,Estaimpuis,Evregnies,Hainaut
7730,Estaimpuis,Leers-Nord,Hainaut
7730,Estaimpuis,Néchin,Hainaut
7730,Estaimpuis,Saint-Léger,Hainaut
7740,Pecq,Warcoing,Hainaut
7742,Pecq,Hérinnes,Hainaut
7743,Pecq,Esquelmes,Hainaut
7743,Pecq,Obigies,Hainaut
7750,Mont-de-l'Enclus,Amougies,Hainaut
7750,Mont-de-l'Enclus,Anseroeul,Hainaut
7750,Mont-de-l'Enclus,Orroir,Hainaut
7750,Mont-de-l'Enclus,Russeignies,Hainaut
7760,Celles,Escanaffles,Hainaut
7760,Celles,Molenbaix,Hainaut
7760,Celles,Popuelles,Hainaut
7760,Celles,Pottes,Hainaut
7760,Celles,Velaines,Hainaut
7780,Comines-Warneton,Comines,Hainaut
7780,Comines-Warneton,Komen,Hainaut
7781,Comines-Warneton,Houthem,Hainaut
7782,Comines-Warneton,Ploegsteert,Hainaut
7784,Comines-Warneton,Bas-Warneton,Hainaut
7784,Comines-Warneton,Neerwaasten,Hainaut
7784,Comines-Warneton,Waasten,Hainaut
7784,Comines-Warneton,Warneton,Hainaut
7800,Ath,Lanquesaint,Hainaut
7801,Ath,Irchonwelz,Hainaut
7802,Ath,Ormeignies,Hainaut
7803,Ath,Bouvignies,Hainaut
7804,Ath,Ostiches,Hainaut
7804,Ath,Rebaix,Hainaut
7810,Ath,Maffle,Hainaut
7811,Ath,Arbre,Hainaut
7812,Ath,Houtaing,Hainaut
7812,Ath,Ligne,Hainaut
7812,Ath,Mainvault,Hainaut
7812,Ath,Moulbaix,Hainaut
7812,Ath,Villers-Notre-Dame,Hainaut
7812,Ath,Villers-Saint-Amand,Hainaut
7822,Ath,Ghislenghien,Hainaut
7822,Ath,Isières,Hainaut
7822,Ath,Meslin-Évêque,Hainaut
7823,Ath,Gibecq,Hainaut
7830,Silly,Bassilly,Hainaut
7830,Silly,Fouleng,Hainaut
7830,Silly,Gondregnies,Hainaut
7830,Silly,Graty,Hainaut
7830,Silly,Hellebecq,Hainaut
7830,Silly,Hoves,Hainaut
7830,Silly,Thoricourt,Hainaut
7850,Enghien,Lettelingen,Hainaut
7850,Enghien,Marcq,Hainaut
7850,Enghien,Mark,Hainaut
7850,Enghien,Petit-Enghien,Hainaut
7861,Lessines,Papignies,Hainaut
7861,Lessines,Wannebecq,Hainaut
7862,Lessines,Ogy,Hainaut
7863,Lessines,Ghoy,Hainaut
7864,Lessines,Deux-Acren,Hainaut
7866,Lessines,Bois-de-Lessines,Hainaut
7866,Lessines,Ollignies,Hainaut
7870,Lens,Bauffe,Hainaut
7870,Lens,Cambron-Saint-Vincent,Hainaut
7870,Lens,Lombise,Hainaut
7870,Lens,Montignies-lez-Lens,Hainaut
7890,Ellezelles,Lahamaide,Hainaut
7890,Ellezelles,Wodecq,Hainaut
7900,Leuze-en-Hainaut,Grandmetz,Hainaut
7900,Leuze-en-Hainaut,Leuze,Hainaut
7901,Leuze-en-Hainaut,Thieulain,Hainaut
7903,Leuze-en-Hainaut,Blicquy,Hainaut
7903,Leuze-en-Hainaut,Chapelle-à-Oie,Hainaut
7903,Leuze-en-Hainaut,Chapelle-à-Wattines,Hainaut
7904,Leuze-en-Hainaut,Pipaix,Hainaut
7904,Leuze-en-Hainaut,Tourpes,Hainaut
7904,Leuze-en-Hainaut,Willaupuis,Hainaut
7906,Leuze-en-Hainaut,Gallaix,Hainaut
7910,Frasnes-lez-Anvaing,Anvaing,Hainaut
7910,Frasnes-lez-Anvaing,Arc-Ainières,Hainaut
7910,Frasnes-lez-Anvaing,Arc-Wattripont,Hainaut
7910,Frasnes-lez-Anvaing,Cordes,Hainaut
7910,Frasnes-lez-Anvaing,Ellignies-lez-Frasnes,Hainaut
7910,Frasnes-lez-Anvaing,Forest,Hainaut
7910,Frasnes-lez-Anvaing,Wattripont,Hainaut
7911,Frasnes-lez-Anvaing,Buissenal,Hainaut
7911,Frasnes-lez-Anvaing,Frasnes-lez-Buissenal,Hainaut
7911,Frasnes-lez-Anvaing,Hacquegnies,Hainaut
7911,Frasnes-lez-Anvaing,Herquegies,Hainaut
7911,Frasnes-lez-Anvaing,Montroeul-au-Bois,Hainaut
7911,Frasnes-lez-Anvaing,Moustier,Hainaut
7911,Frasnes-lez-Anvaing,Oeudeghien,Hainaut
7912,Frasnes-lez-Anvaing,Dergneau,Hainaut
7912,Frasnes-lez-Anvaing,Saint-Sauveur,Hainaut
7940,Brugelette,Cambron-Casteau,Hainaut
7941,Brugelette,Attre,Hainaut
7942,Brugelette,Mévergnies-lez-Lens,Hainaut
7943,Brugelette,Gages,Hainaut
7950,Chièvres,Grosage,Hainaut
7950,Chièvres,Huissignies,Hainaut
7950,Chièvres,Ladeuze,Hainaut
7950,Chièvres,Tongre-Saint-Martin,Hainaut
7951,Chièvres,Tongre-Notre-Dame,Hainaut
7971,Beloeil,Basècles,Hainaut
7971,Beloeil,Ramegnies,Hainaut
7971,Beloeil,Thumaide,Hainaut
7971,Beloeil,Wadelincourt,Hainaut
7972,Beloeil,Aubechies,Hainaut
7972,Beloeil,Ellignies-Sainte-Anne,Hainaut
7972,Beloeil,Quevaucamps,Hainaut
7973,Beloeil,Grandglise,Hainaut
7973,Beloeil,Stambruges,Hainaut
8000,Brugge,Koolkerke,West-Vlaanderen
8020,Oostkamp,Hertsberge,West-Vlaanderen
8020,Oostkamp,Ruddervoorde,West-Vlaanderen
8020,Oostkamp,Waardamme,West-Vlaanderen
8200,Brugge,Sint-Andries,West-Vlaanderen
8200,Brugge,Sint-Michiels,West-Vlaanderen
8210,Zedelgem,Loppem,West-Vlaanderen
8210,Zedelgem,Veldegem,West-Vlaanderen
8211,Zedelgem,Aartrijke,West-Vlaanderen
8300,Knokke-Heist,Knokke,West-Vlaanderen
8300,Knokke-Heist,Westkapelle,West-Vlaanderen
8301,Knokke-Heist,Heist,West-Vlaanderen
8301,Knokke-Heist,Ramskapelle,West-Vlaanderen
8310,Brugge,Sint-Kruis,West-Vlaanderen
8310,Brugge,Assebroek,West-Vlaanderen
8340,Damme,Hoeke,West-Vlaanderen
8340,Damme,Lapscheure,West-Vlaanderen
8340,Damme,Moerkerke,West-Vlaanderen
8340,Damme,Oostkerke,West-Vlaanderen
8340,Damme,Sijsele,West-Vlaanderen
8370,Blankenberge,Uitkerke,West-Vlaanderen
8377,Zuienkerke,Houtave,West-Vlaanderen
8377,Zuienkerke,Meetkerke,West-Vlaanderen
8377,Zuienkerke,Nieuwmunster,West-Vlaanderen
8380,Brugge,Dudzele,West-Vlaanderen
8380,Brugge,Lissewege,West-Vlaanderen
8400,Oostende,Stene,West-Vlaanderen
8400,Oostende,Zandvoorde,West-Vlaanderen
8420,De Haan,Klemskerke,West-Vlaanderen
8420,De Haan,Wenduine,West-Vlaanderen
8421,De Haan,Vlissegem,West-Vlaanderen
8431,Middelkerke,Wilskerke,West-Vlaanderen
8432,Middelkerke,Leffinge,West-Vlaanderen
8433,Middelkerke,Mannekensvere,West-Vlaanderen
8433,Middelkerke,Schore,West-Vlaanderen
8433,Middelkerke,Sint-Pieters-Kapelle,West-Vlaanderen
8433,Middelkerke,Slijpe,West-Vlaanderen
8434,Middelkerke,Lombardsijde,West-Vlaanderen
8434,Middelkerke,Westende,West-Vlaanderen
8460,Oudenburg,Ettelgem,West-Vlaanderen
8460,Oudenburg,Roksem,West-Vlaanderen
8460,Oudenburg,Westkerke,West-Vlaanderen
8470,Gistel,Moere,West-Vlaanderen
8470,Gistel,Snaaskerke,West-Vlaanderen
8470,Gistel,Zevekote,West-Vlaanderen
8480,Ichtegem,Bekegem,West-Vlaanderen
8480,Ichtegem,Eernegem,West-Vlaanderen
8490,Jabbeke,Snellegem,West-Vlaanderen
8490,Jabbeke,Stalhille,West-Vlaanderen
8490,Jabbeke,Varsenare,West-Vlaanderen
8490,Jabbeke,Zerkegem,West-Vlaanderen
8501,Kortrijk,Bissegem,West-Vlaanderen
8501,Kortrijk,Heule,West-Vlaanderen
8510,Kortrijk,Bellegem,West-Vlaanderen
8510,Kortrijk,Kooigem,West-Vlaanderen
8510,Kortrijk,Marke,West-Vlaanderen
8510,Kortrijk,Rollegem,West-Vlaanderen
8511,Kortrijk,Aalbeke,West-Vlaanderen
8531,Harelbeke,Bavikhove,West-Vlaanderen
8531,Harelbeke,Hulste,West-Vlaanderen
8551,Zwevegem,Heestert,West-Vlaanderen
8552,Zwevegem,Moen,West-Vlaanderen
8553,Zwevegem,Otegem,West-Vlaanderen
8554,Zwevegem,Sint-Denijs,West-Vlaanderen
8560,Wevelgem,Gullegem,West-Vlaanderen
8560,Wevelgem,Moorsele,West-Vlaanderen
8570,Anzegem,Gijzelbrechtegem,West-Vlaanderen
8570,Anzegem,Ingooigem,West-Vlaanderen
8570,Anzegem,Vichte,West-Vlaanderen
8572,Anzegem,Kaster,West-Vlaanderen
8573,Anzegem,Tiegem,West-Vlaanderen
8581,Avelgem,Kerkhove,West-Vlaanderen
8581,Avelgem,Waarmaarde,West-Vlaanderen
8582,Avelgem,Outrijve,West-Vlaanderen
8583,Avelgem,Bossuit,West-Vlaanderen
8587,Espierres-Helchin,Espierres,West-Vlaanderen
8587,Espierres-Helchin,Helchin,West-Vlaanderen
8587,Spiere-Helkijn,Helkijn,West-Vlaanderen
8587,Spiere-Helkijn,Spiere,West-Vlaanderen
8600,Diksmuide,Beerst,West-Vlaanderen
8600,Diksmuide,Driekapellen,West-Vlaanderen
8600,Diksmuide,Esen,West-Vlaanderen
8600,Diksmuide,Kaaskerke,West-Vlaanderen
8600,Diksmuide,Keiem,West-Vlaanderen
8600,Diksmuide,Lampernisse,West-Vlaanderen
8600,Diksmuide,Leke,West-Vlaanderen
8600,Diksmuide,Nieuwkapelle,West-Vlaanderen
8600,Diksmuide,Oostkerke,West-Vlaanderen
8600,Diksmuide,Oudekapelle,West-Vlaanderen
8600,Diksmuide,Pervijze,West-Vlaanderen
8600,Diksmuide,Sint-Jacobs-Kapelle,West-Vlaanderen
8600,Diksmuide,Stuivenskerke,West-Vlaanderen
8600,Diksmuide,Vladslo,West-Vlaanderen
8600,Diksmuide,Woumen,West-Vlaanderen
8610,Kortemark,Handzame,West-Vlaanderen
8610,Kortemark,Werken,West-Vlaanderen
8610,Kortemark,Zarren,West-Vlaanderen
8620,Nieuwpoort,Ramskapelle,West-Vlaanderen
8620,Nieuwpoort,Sint-Joris,West-Vlaanderen
8630,Veurne,Avekapelle,West-Vlaanderen
8630,Veurne,Beauvoorde,West-Vlaanderen
8630,Veurne,Booitshoeke,West-Vlaanderen
8630,Veurne,Bulskamp,West-Vlaanderen
8630,Veurne,De Moeren,West-Vlaanderen
8630,Veurne,Eggewaartskapelle,West-Vlaanderen
8630,Veurne,Houtem,West-Vlaanderen
8630,Veurne,Steenkerke,West-Vlaanderen
8630,Veurne,Vinkem,West-Vlaanderen
8630,Veurne,Wulveringem,West-Vlaanderen
8630,Veurne,Zoutenaaie,West-Vlaanderen
8640,Vleteren,Oostvleteren,West-Vlaanderen
8640,Vleteren,Westvleteren,West-Vlaanderen
8640,Vleteren,Woesten,West-Vlaanderen
8647,Lo-Reninge,Lo,West-Vlaanderen
8647,Lo-Reninge,Noordschote,West-Vlaanderen
8647,Lo-Reninge,Pollinkhove,West-Vlaanderen
8647,Lo-Reninge,Reninge,West-Vlaanderen
8650,Houthulst,Klerken,West-Vlaanderen
8650,Houthulst,Merkem,West-Vlaanderen
8660,De Panne,Adinkerke,West-Vlaanderen
8670,Koksijde,Oostduinkerke,West-Vlaanderen
8670,Koksijde,Wulpen,West-Vlaanderen
8680,Koekelare,Bovekerke,West-Vlaanderen
8680,Koekelare,Zande,West-Vlaanderen
